小说名称,文库分类,小说作者,文章状态,最后更新,全文长度,小说封面
丹特丽安的书架,角川文库,三云岳斗,已完成,2012-10-13,796097.0,http://img.wenku8.com/image/0/819/819s.jpg
龙之界点,集英社,城崎火也,已完成,2012-09-22,890043.0,http://img.wenku8.com/image/0/108/108s.jpg
人类衰退之后,小学馆,田中罗密欧,已完成,2020-03-10,947005.0,http://img.wenku8.com/image/0/278/278s.jpg
我与她互为奴仆的主从契约(我和她的下仆奴隶主从契约),富士见文库,なめこ印,已完成,2016-09-01,459022.0,http://img.wenku8.com/image/1/1772/1772s.jpg
破除者(邪之制裁者),电击文库,兔月山羊,已完成,2016-03-19,459666.0,http://img.wenku8.com/image/1/1686/1686s.jpg
东京皇帝☆北条恋歌,角川文库,竹井10日,连载中,2020-03-02,832432.0,http://img.wenku8.com/image/0/971/971s.jpg
勇者我和魔王她的客厅之战,HJ文库,绯月剃,已完成,2015-09-25,303532.0,http://img.wenku8.com/image/1/1731/1731s.jpg
神话传说英雄的异世界奇谭,其他文库,奉,已完成,2020-04-06,1659306.0,http://img.wenku8.com/image/2/2088/2088s.jpg
变装魔界留学生(捏～捏～裘特!),MF文库J,野岛研二,连载中,2012-11-29,889975.0,http://img.wenku8.com/image/0/415/415s.jpg
熊熊勇闯异世界,其他文库,くまなの,连载中,2020-11-21,1081768.0,http://img.wenku8.com/image/2/2152/2152s.jpg
盗贼神技～在异世界盗取技能～,MF文库J,飞鸟けい,已完成,2019-12-27,667640.0,http://img.wenku8.com/image/1/1687/1687s.jpg
剑之女王与烙印之子,MF文库J,杉井光,已完成,2012-04-12,907173.0,http://img.wenku8.com/image/0/514/514s.jpg
Hundred百武装战记,GA文库,箕崎准,连载中,2016-04-05,514588.0,http://img.wenku8.com/image/1/1947/1947s.jpg
艾梅洛阁下Ⅱ世事件簿(Lord·埃尔梅罗二世事件簿),其他文库,三田诚,连载中,2020-02-16,1027036.0,http://img.wenku8.com/image/1/1832/1832s.jpg
天才王子的赤字国家重生术(天才王子的赤字国家振兴术),GA文库,鸟羽彻,连载中,2020-11-20,649544.0,http://img.wenku8.com/image/2/2483/2483s.jpg
我的狐仙女友,MF文库J,西野かつみ,连载中,2020-03-09,1342337.0,http://img.wenku8.com/image/0/48/48s.jpg
终焉的年代记,电击文库,川上稔,已完成,2013-01-31,2595943.0,http://img.wenku8.com/image/0/26/26s.jpg
舰队收藏(舰队Collection 阳炎，起锚！),Fami通文库,筑地俊彦,已完成,2020-03-15,643010.0,http://img.wenku8.com/image/1/1610/1610s.jpg
WORLD TEACHER 异世界式教育特务,其他文库,ネコ光一,连载中,2020-08-26,1214119.0,http://img.wenku8.com/image/2/2090/2090s.jpg
戏言系列,讲谈社,西尾维新,已完成,2010-12-09,1450054.0,http://img.wenku8.com/image/0/17/17s.jpg
SKYWORLD苍穹境界,富士见文库,濑尾つかさ,已完成,2017-09-12,1147160.0,http://img.wenku8.com/image/1/1540/1540s.jpg
不完全神性机关伊莉斯,富士见文库,细音启,已完成,2014-03-11,545920.0,http://img.wenku8.com/image/1/1346/1346s.jpg
蜥蜴王,电击文库,入间人间,连载中,2014-07-04,516425.0,http://img.wenku8.com/image/1/1259/1259s.jpg
终物语(物语系列十二),讲谈社,西尾维新,已完成,2019-09-01,664171.0,http://img.wenku8.com/image/1/1557/1557s.jpg
空之境界,讲谈社,奈须蘑菇,已完成,2018-09-25,536440.0,http://img.wenku8.com/image/0/112/112s.jpg
EscApe SpeEd,电击文库,九冈望,连载中,2013-12-05,264992.0,http://img.wenku8.com/image/1/1378/1378s.jpg
以我的能力创造开外挂的老婆们(在异世界解体技能后开挂新娘增加了),角川文库,千月さかき,连载中,2020-08-30,739383.0,http://img.wenku8.com/image/2/2278/2278s.jpg
寄生彼女砂奈(寄生女友佐奈),小学馆,砂义出云,已完成,2019-09-15,426900.0,http://img.wenku8.com/image/1/1344/1344s.jpg
0能者九条凑,电击文库,叶山透,连载中,2020-03-16,951251.0,http://img.wenku8.com/image/1/1279/1279s.jpg
天使的3P！,电击文库,苍山サグ,已完成,2019-07-17,781626.0,http://img.wenku8.com/image/1/1701/1701s.jpg
我与女武神的新婚生活(女武神要结婚),电击文库,镰池和马,连载中,2012-11-18,92412.0,http://img.wenku8.com/image/1/1315/1315s.jpg
悠久骑士(HRSVELGR EXCEED 月誓的崇高之剑),MF文库J,七乌未奏,已完成,2015-10-08,386690.0,http://img.wenku8.com/image/1/1394/1394s.jpg
军武宅转生魔法世界，靠现代武器开军队后宫!?,富士见文库,明镜シスイ,已完成,2019-03-17,1214498.0,http://img.wenku8.com/image/1/1988/1988s.jpg
女帝·龙凰院麟音的初恋,一迅社,风见周,连载中,2012-06-12,396012.0,http://img.wenku8.com/image/0/394/394s.jpg
彩云国物语,少女文库,雪乃纱衣,已完成,2020-04-22,3434242.0,http://img.wenku8.com/image/0/174/174s.jpg
拿出男子气概吧!仓田君!,MF文库J,齐藤真也,已完成,2016-08-04,571428.0,http://img.wenku8.com/image/1/1239/1239s.jpg
学生会侦探桐香,讲谈社,杉井光,连载中,2020-09-22,619184.0,http://img.wenku8.com/image/1/1215/1215s.jpg
断章格林童话,电击文库,甲田学人,已完成,2015-03-02,1400619.0,http://img.wenku8.com/image/0/802/802s.jpg
自称贤者弟子的贤者,其他文库,りゅうせんひろつぐ,连载中,2020-10-18,1125777.0,http://img.wenku8.com/image/2/2537/2537s.jpg
我的宅女神(宅居的她是神的说),HJ文库,すえばしけん,已完成,2020-05-27,775413.0,http://img.wenku8.com/image/1/1214/1214s.jpg
乃木坂春香的秘密,电击文库,五十岚雄策,已完成,2013-04-09,1630328.0,http://img.wenku8.com/image/0/90/90s.jpg
我与她的漫画萌战记(我和她的漫画萌战记),富士见文库,村上凛,已完成,2018-05-08,542644.0,http://img.wenku8.com/image/1/1822/1822s.jpg
我与她的游戏战争(我与她的战争游戏),电击文库,师走透,连载中,2018-05-10,650435.0,http://img.wenku8.com/image/1/1202/1202s.jpg
金女友、银女友还是普通女友？(我和她、她还有她),其他文库,田尾典丈,已完成,2014-10-11,235750.0,http://img.wenku8.com/image/1/1619/1619s.jpg
圣剑与邪刀的叛乱者(圣剑与邪刀的叛逆者),MF文库J,岩波零,连载中,2015-09-09,193229.0,http://img.wenku8.com/image/1/1722/1722s.jpg
RISING RYDEEN异能对决,富士见文库,初美阳一,已完成,2018-08-01,902409.0,http://img.wenku8.com/image/1/1339/1339s.jpg
魔法工学师,MF文库J,秋ぎつね,连载中,2017-03-31,540168.0,http://img.wenku8.com/image/1/1796/1796s.jpg
七魔剑支配天下(七柄魔剑将其支配),电击文库,宇野朴人,连载中,2020-03-08,471970.0,http://img.wenku8.com/image/2/2527/2527s.jpg
圆环少女circlet girl,角川文库,长谷敏司,连载中,2020-02-17,918286.0,http://img.wenku8.com/image/0/812/812s.jpg
异世界迷宫最深部为目标,其他文库,割内タリサ,连载中,2020-06-01,1504170.0,http://img.wenku8.com/image/2/2377/2377s.jpg
伤物语(物语系列二),讲谈社,西尾维新,已完成,2016-07-16,227990.0,http://img.wenku8.com/image/0/397/397s.jpg
不付房租的魔王,小学馆,伊藤ヒロ,连载中,2018-09-04,361922.0,http://img.wenku8.com/image/1/1261/1261s.jpg
这个家里有没有勇者大人或者救世主大人呢?,一迅社,川口士,连载中,2014-08-27,328449.0,http://img.wenku8.com/image/1/1424/1424s.jpg
你是我的圣剑,GA文库,大树连司,已完成,2020-03-02,299200.0,http://img.wenku8.com/image/1/1324/1324s.jpg
世界末日的世界录,MF文库J,细音启,已完成,2018-02-01,927307.0,http://img.wenku8.com/image/1/1916/1916s.jpg
B.A.D事件簿(BAD事件簿),Fami通文库,绫里惠史,已完成,2020-03-02,1865767.0,http://img.wenku8.com/image/1/1142/1142s.jpg
魔术士奥芬的无赖之旅,富士见文库,秋田祯信,连载中,2020-09-02,1145648.0,http://img.wenku8.com/image/1/1032/1032s.jpg
不可以玩这种游戏！,MF文库J,岩波零,已完成,2018-03-30,297169.0,http://img.wenku8.com/image/1/1574/1574s.jpg
我喜欢的妹妹不是妹妹(我喜欢的是妹妹但不是妹妹),富士见文库,恵比须清司,连载中,2020-08-01,1072772.0,http://img.wenku8.com/image/2/2285/2285s.jpg
她们做菜难吃的百种理由,角川文库,高野小鹿,连载中,2020-03-09,397880.0,http://img.wenku8.com/image/1/1706/1706s.jpg
GJ部,小学馆,新木伸,已完成,2015-05-30,471016.0,http://img.wenku8.com/image/1/1380/1380s.jpg
身为男高中生兼当红轻小说作家的我，正被年纪比我小且从事声优工作的女同学掐住脖子,电击文库,时雨泽惠一,已完成,2017-09-20,279030.0,http://img.wenku8.com/image/1/1794/1794s.jpg
Fairy Tale 幻想编年史～不懂察言观色的异世界生活～,MF文库J,埴轮星人,连载中,2020-03-04,1089490.0,http://img.wenku8.com/image/1/1864/1864s.jpg
圣母在上(玛莉亚的凝望),少女文库,今野绪雪,连载中,2020-03-17,2672307.0,http://img.wenku8.com/image/0/255/255s.jpg
废柴以魔王之姿闯荡异世界 有时作弊一下的悠哉旅程,Fami通文库,蓝敦,连载中,2020-06-20,803533.0,http://img.wenku8.com/image/2/2242/2242s.jpg
MUV-LUV Schwarzes marken(死亡黑标),Fami通文库,内田弘树,已完成,2020-03-09,1077493.0,http://img.wenku8.com/image/1/1278/1278s.jpg
SHI-NO 黑魂少女,富士见文库,上月雨音,已完成,2014-08-31,1160104.0,http://img.wenku8.com/image/0/258/258s.jpg
MM一族,MF文库J,松野秋鸣,已完成,2011-04-29,978802.0,http://img.wenku8.com/image/0/97/97s.jpg
GIVE UP!(giveUP!),HJ文库,上栖缀人,已完成,2013-04-13,267774.0,http://img.wenku8.com/image/0/914/914s.jpg
Over Image超异能游戏(超越想象),MF文库J,游佐真弘,已完成,2014-11-25,355280.0,http://img.wenku8.com/image/1/1226/1226s.jpg
前任勇者想隐居,MF文库J,井々田K,连载中,2016-06-28,393099.0,http://img.wenku8.com/image/1/1764/1764s.jpg
苍穹女武神(苍穹的驱真),富士见文库,橘公司,已完成,2015-06-28,660387.0,http://img.wenku8.com/image/0/531/531s.jpg
鬼灵精事件簿!(妖怪狂想曲!),GA文库,夏希のたね,已完成,2014-09-05,432085.0,http://img.wenku8.com/image/1/1464/1464s.jpg
歌姬少女的创乐谱,MF文库J,雨野智晴,已完成,2014-12-05,566780.0,http://img.wenku8.com/image/1/1433/1433s.jpg
智慧村的座敷童子,电击文库,镰池和马,连载中,2020-03-07,1251607.0,http://img.wenku8.com/image/1/1645/1645s.jpg
见习神官LV1,Fami通文库,佐佐原史绪,已完成,2018-03-25,521900.0,http://img.wenku8.com/image/1/1721/1721s.jpg
我的她是战争妖精,Fami通文库,嬉野秋彦,连载中,2020-02-19,810011.0,http://img.wenku8.com/image/1/1087/1087s.jpg
R15(R-15),角川文库,伏见广雪,已完成,2014-01-31,1165482.0,http://img.wenku8.com/image/1/1048/1048s.jpg
这份恋情，与其未来。(这个恋爱与、那个未来。),Fami通文库,森桥宾果,连载中,2020-02-16,377573.0,http://img.wenku8.com/image/1/1705/1705s.jpg
凭物语(物语系列十),讲谈社,西尾维新,已完成,2015-01-07,129285.0,http://img.wenku8.com/image/1/1307/1307s.jpg
我的勇者,富士见文库,葵关南,已完成,2019-10-06,817184.0,http://img.wenku8.com/image/1/1644/1644s.jpg
转生!白之王国物语,其他文库,白泽戌亥,连载中,2020-09-20,1011374.0,http://img.wenku8.com/image/1/1595/1595s.jpg
流浪勇者与金币共舞(放浪勇者与金币共舞),富士见文库,村崎幸也,已完成,2019-05-13,180781.0,http://img.wenku8.com/image/1/1897/1897s.jpg
伪物语(物语系列三),讲谈社,西尾维新,已完成,2015-01-07,343743.0,http://img.wenku8.com/image/0/421/421s.jpg
Re:笨蛋也能拯救世界吗？,富士见文库,柳实冬贵,已完成,2013-02-05,575393.0,http://img.wenku8.com/image/0/927/927s.jpg
拜托，再给我五分钟！,MF文库J,境京亮,已完成,2018-02-28,298687.0,http://img.wenku8.com/image/1/1612/1612s.jpg
SAO刀剑神域外传 Gun Gale Online,电击文库,时雨泽惠一,连载中,2020-10-17,903691.0,http://img.wenku8.com/image/1/1990/1990s.jpg
大奥之樱 现代大奥女学院,角川文库,日日日,已完成,2016-09-15,820858.0,http://img.wenku8.com/image/1/1452/1452s.jpg
羽月莉音的帝国,小学馆,至道流星,已完成,2016-07-16,1370801.0,http://img.wenku8.com/image/0/939/939s.jpg
炼狱姬,电击文库,藤原佑,已完成,2017-01-19,638508.0,http://img.wenku8.com/image/0/967/967s.jpg
魔王之类的啦！,小学馆,原田源五郎,已完成,2014-12-06,279844.0,http://img.wenku8.com/image/1/1544/1544s.jpg
来到异世界迷宫都市的我成了治愈魔法师,其他文库,幼驯じみ,已完成,2020-08-28,440977.0,http://img.wenku8.com/image/1/1938/1938s.jpg
中之下!,富士见文库,长冈真纪子,已完成,2020-03-04,484119.0,http://img.wenku8.com/image/1/1232/1232s.jpg
Arist Craisi 穴藏恶魔,Fami通文库,绫里惠史,已完成,2014-11-04,310595.0,http://img.wenku8.com/image/1/1529/1529s.jpg
Leading Blood,Fami通文库,田尾典丈,已完成,2014-11-06,285800.0,http://img.wenku8.com/image/1/1591/1591s.jpg
扉之魔术师的召唤契约,HJ文库,空野一树,连载中,2020-02-29,298151.0,http://img.wenku8.com/image/1/1533/1533s.jpg
德尔菲尼亚战记,其他文库,茅田砂胡,已完成,2020-11-22,2461836.0,http://img.wenku8.com/image/0/366/366s.jpg
沟通障碍的我将交涉技能点满转生后的结果,Fami通文库,朱月十话,连载中,2019-03-30,405757.0,http://img.wenku8.com/image/2/2262/2262s.jpg
爱的魔法,富士见文库,筑地俊彦,连载中,2020-03-06,1416221.0,http://img.wenku8.com/image/0/190/190s.jpg
我们就爱肉麻放闪耍甜蜜(和她们卿卿我我),MF文库J,风见周,已完成,2014-07-21,291467.0,http://img.wenku8.com/image/1/1489/1489s.jpg
舞风的铠姬(风中起舞的铠甲姬),MF文库J,小山健,已完成,2018-07-25,373812.0,http://img.wenku8.com/image/1/1364/1364s.jpg
魔剑军师与虹之兵团,MF文库J,壱日千次,已完成,2016-10-06,386726.0,http://img.wenku8.com/image/1/1882/1882s.jpg
神鸣公主的无邪,MF文库J,镜游,连载中,2012-12-17,324139.0,http://img.wenku8.com/image/1/1169/1169s.jpg
转生奇谭,其他文库,相野仁,连载中,2020-03-09,226242.0,http://img.wenku8.com/image/1/1782/1782s.jpg
断罪的EXCEED,GA文库,海空陆,已完成,2012-07-06,544085.0,http://img.wenku8.com/image/1/1042/1042s.jpg
中了40亿圆乐透的我要搬到异世界去住了,其他文库,すずの木くろ,连载中,2020-07-05,762303.0,http://img.wenku8.com/image/1/1866/1866s.jpg
黑之夜魔(黑之STRIKA),MF文库J,十文字青,已完成,2014-03-01,450528.0,http://img.wenku8.com/image/1/1000/1000s.jpg
持续狩猎史莱姆三百年，不知不觉就练到LV MAX,GA文库,森田季节,连载中,2020-10-24,768221.0,http://img.wenku8.com/image/2/2441/2441s.jpg
巴洛克骑士,MF文库J,叶村哲,已完成,2014-12-22,358390.0,http://img.wenku8.com/image/1/1517/1517s.jpg
末日时在做什么？能不能再见一面？,角川文库,枯野瑛,连载中,2020-10-30,980984.0,http://img.wenku8.com/image/2/2311/2311s.jpg
特务魔法使,HJ文库,すえばしけん,已完成,2015-03-30,614863.0,http://img.wenku8.com/image/0/248/248s.jpg
罪人与龙共舞,小学馆,浅井ラボ,连载中,2020-11-13,1611540.0,http://img.wenku8.com/image/0/712/712s.jpg
东云侑子系列(东云侑子热爱短篇小说),Fami通文库,森桥宾果,已完成,2013-11-12,240824.0,http://img.wenku8.com/image/1/1447/1447s.jpg
椎名町学姊的安全日,MF文库J,サイトウケンジ,已完成,2015-10-01,401290.0,http://img.wenku8.com/image/1/1652/1652s.jpg
安达与岛村,电击文库,入间人间,连载中,2020-03-10,684350.0,http://img.wenku8.com/image/1/1683/1683s.jpg
雨天的艾莉丝,电击文库,松山刚,已完成,2013-06-04,108857.0,http://img.wenku8.com/image/1/1104/1104s.jpg
决战学生会！,集英社,番棚葵,已完成,2012-08-12,473302.0,http://img.wenku8.com/image/0/984/984s.jpg
物质幽灵,富士见文库,葵关南,已完成,2014-01-06,668675.0,http://img.wenku8.com/image/0/244/244s.jpg
无可挑剔的恋爱喜剧(让人无法抱怨的爱情喜剧),集英社,铃木大辅,已完成,2019-12-12,436136.0,http://img.wenku8.com/image/1/1927/1927s.jpg
我的妹妹会读汉字,HJ文库,梶井贵志,已完成,2014-03-11,415785.0,http://img.wenku8.com/image/1/1070/1070s.jpg
勇者遭到背叛之后,其他文库,市村铁之助,连载中,2016-12-30,88682.0,http://img.wenku8.com/image/1/1650/1650s.jpg
从同居开始的御宅族女友交往方法(从同居开始的宅女友养成方法),富士见文库,村上凛,已完成,2020-06-29,391391.0,http://img.wenku8.com/image/2/2508/2508s.jpg
Mix！误打误撞成了体操少女,角川文库,岩佐护,已完成,2013-07-20,467118.0,http://img.wenku8.com/image/1/1308/1308s.jpg
悲鸣传(传说系列),讲谈社,西尾维新,连载中,2020-03-04,1553028.0,http://img.wenku8.com/image/1/1420/1420s.jpg
纯爱罗曼史,少女文库,藤崎都,已完成,2012-08-15,485243.0,http://img.wenku8.com/image/0/360/360s.jpg
每个女孩都有不可告人的秘密(女生有着不管对谁都不能说的秘密哟！),讲谈社,山本充实,已完成,2015-09-25,180643.0,http://img.wenku8.com/image/1/1720/1720s.jpg
吃掉死神的少女,Fami通文库,七泽またり,已完成,2020-03-03,269389.0,http://img.wenku8.com/image/1/1826/1826s.jpg
轮环的魔导师,电击文库,渡濑草一郎,已完成,2013-05-27,1158657.0,http://img.wenku8.com/image/1/1078/1078s.jpg
世界最强后卫～迷宫国的新人探索者～,富士见文库,とーわ,连载中,2020-06-19,827460.0,http://img.wenku8.com/image/2/2518/2518s.jpg
真恶魔高校DxD,富士见文库,石踏一荣,连载中,2020-11-03,415398.0,http://img.wenku8.com/image/2/2618/2618s.jpg
沃特尼亚战记,HJ文库,保利亮太,连载中,2019-10-01,323249.0,http://img.wenku8.com/image/2/2172/2172s.jpg
放学后的悠闲时光,MF文库J,比嘉智康,已完成,2013-12-22,488302.0,http://img.wenku8.com/image/0/928/928s.jpg
鸠子与我的爱情喜剧,富士见文库,铃木大辅,已完成,2014-07-13,322624.0,http://img.wenku8.com/image/1/1391/1391s.jpg
性冲动猎人RIOT(内裤猎人),讲谈社,筑地俊彦,连载中,2013-04-18,266980.0,http://img.wenku8.com/image/1/1236/1236s.jpg
被学生胁迫这事儿是犯罪吗？,MF文库J,相乐总,连载中,2020-09-05,583024.0,http://img.wenku8.com/image/2/2501/2501s.jpg
